句	819853
洲	819617
麼	817602
完全	817410
顯	817088
導	816362
冇人	814873
評	814042
朗	813756
造	813446
酒	812837
鍾	812470
血	812235
止	812026
術	811590
我們	810913
尼	808817
濟	806953
炒	806932
石	805312
抗	804323
幾多	804040
訓	803721
手足	802607
察	802424
暴	801392
爾	799989
連登	798880
率	798358
飯	796643
確	796291
米	795265
執	790969
大陸	789296
原來	786788
就算	785829
唱	784146
故	783709
舊	783355
拿	780182
會唔會	777880
係有	774797
所有	773237
邊個	773011
勝	772989
樓主	771279
個個	768876
需要	768418
學生	768308
聞	765114
系	764520
態	762573
發現	760672
興	759060
些	758662
批	758199
討	757639
青	756834
牛	755564
我覺得	755007
練	754891
畫	747560
守	747531
律	747497
碼	746595
我唔	745486
究	742577
介	741688
毛	740099
知道	739577
踢	738063
今次	737546
唔想	736938
往	736800
盤	734498
分鐘	733789
妹	733648
羅	733133
盡	733021
隨	732143
工作	732074
全部	729471
豬	728172
本身	728138
像	727336
效	726384
記得	724460
國家	723923
古	722165
喇	718365
貴	717815
屬	714745
情況	712737
唔可以	711569
禮	710829
你老母	709857
曬	709529
且	708538
認為	706865
售	706623
歷	705394
居	704305
申	702548
衝	701721
透	700613
經濟	700562
社會	698043
七	697440
台灣	696133
又係	695090
牙	694063
出現	693708
責	693480
寶	693222
退	691018
無人	690969
園	690603
迷	690303
修	688734
若	687443
配	686869
辦	685554
肉	682698
拖	682644
訴	680181
速	679994
致	678754
市場	678353
卻	678220
夜	677382
韓	676935
或者	676205
一直	675900
得好	675420
克	675088
蚊	675016
險	674494
萬元	674414
戶	674301
澳	674169
畀	674101
右	671287
私	667969
怕	666150
係要	666007
注	664059
復	663454
唔同	663223
市民	661805
竟	661647
飲	661349
少少	661221
署	659264
招	658974
唔識	658727
鍾意	657844
要求	657401
短	656624
屎	655856
素	654419
補	654342
以前	653667
吸	652300
睇下	650182
蘭	648696
免	648539
播	648496
購	648314
餐	647961
亂	643796
紀	643302
貼	642998
怪	642373
第二	642039
智	640635
英國	640503
營	638044
俾人	636510
布	636245
時候	635431
肥	635236
史	634528
傾	634201
就會	633503
罪	630490
扮	628770
切	627674
係我	627515
婆	624781
願	624300
另一	624052
麻	623969
錄	623819
旅	623026
都可	622948
媽	622620
答	622481
驗	620629
訪	619793
重要	618919
害	617867
謝	616937
境	616842
奇	615964
擔	614999
散	614459
勇	613132
國際	613082
置	612504
投資	611206
急	609941
唔夠	609860
我係	609846
習	609726
地方	609700
委	608502
佢哋	608000
電話	607699
覆	607627
淨係	606870
膠	606640
翻	606617
犯	605220
然後	604984
福	604658
大學	603574
均	603041
印	602215
發展	601923
苦	601584
露	599728
吹	599398
簡	597661
永	597176
呢啲	596670
語	596561
課	593991
禁	593023
彩	592277
婚	592207
嚴	591574
列	589837
皇	589465
施	588985
特別	587735
京	587519
正常	587165
接受	585780
運動	585175
開心	585141
判	584952
跑	583750
粒	583455
善	583296
衣	582802
冷	580157
好好	580028
父	579009
醒	578957
直接	576223
景	575223
給	574610
奧	573136
幾個	572915
有個	572659
相信	572440
倒	572425
監	571193
夫	570707
分別	570569
簽	568688
括	568467
靠	566804
內地	566106
係你	566021
創	564330
敢	563458
代表	562165
許	561503
土	560732
協	559842
存	559838
宜	558970
室	558663
活動	558487
都未	558435
不是	558431
定係	557660
具	557477
藥	556965
揀	556007
不如	555493
其中	554901
里	554558
銀行	553051
警方	552800
都可以	552753
發生	552494
承	551052
租	551047
痛	550799
項	550701
有得	550343
順	550255
器	550162
源	549633
昨日	549600
養	549581
包括	549428
雲	549026
支那	548622
隔	547135
有啲	546875
一日	545983
堅	545259
行動	544799
田	544572
即係	544134
背	542883
民主	541800
任何	541708
人士	541156
決定	540725
警察	540066
魚	540062
座	539150
規	537940
封	537884
掛	537152
積	535137
奶	535127
劃	534402
係佢	533735
跳	532856
歡	532607
呎	532531
財	531655
志	531031
製	530464
硬	529188
到佢	529184
去年	528955
象	528770
部份	527341
同佢	526992
有時	525346
擺	524440
捕	524161
結果	523830
槍	523616
輪	523607
優	523388
黑警	523349
中共	522552
你係	522436
壞	522422
好過	522190
塞	522059
按	521879
想問	521668
冠	521141
富	521110
睇到	519375
喜	518733
抵	517763
生活	517196
康	514841
感覺	513279
紙	513199
成為	508401
密	508096
釋	507760
溫	506196
佈	506006
遲	505556
獎	505313
準備	504938
攝	504186
而且	503840
謂	500961
移	500588
恐	500055
政治	498012
自由	497834
粉	497798
衫	497634
唔多	497602
燒	496769
成個	496252
幅	496104
待	494508
關係	494168
成功	494067
罷	493900
暫	492920
鬥	491742
念	491372
我就	491303
一定要	491184
國人	490710
屌你老母	490511
模	490220
研	489825
事件	489373
島	488794
倍	488768
的人	488700
鄭	487719
庭	487718
敗	487240
煩	483700
入面	483039
梁	482483
健	482061
幾時	481479
媒	481383
基本	481126
須	480635
堂	479598
最好	479363
外國	479355
般	479348
額	479303
棄	479294
方法	478688
穩	478548
蘋	477886
佢係	475096
阻	474945
我哋	474929
育	474825
討論	474237
夢	474044
宗	472510
不會	472482
乎	471789
出嚟	471278
但我	470688
搶	469728
痴	469726
吓	469287
同我	468648
資料	468644
咁樣	468629
幣	467750
搭	466175
擇	466131
當然	466033
日日	465962
朝	465426
益	465417
示威	464840
衰	464597
就是	463555
趣	462935
幫手	462714
聽日	461443
球員	461262
博	461107
醫生	460423
策	460053
鏡	458725
借	457479
弟	457242
反而	456567
新聞	456319
攞	456318
過去	455685
只有	454878
蘋果	453925
甲	453371
主要	453356
穿	453309
懷	453037
愈	452676
惡	452472
迪	452128
調查	450302
閪	449143
激	449064
好難	448999
有關	448722
同你	447901
賺	447869
兵	447822
搞到	447768
你都	447426
嘉	447047
有好	446217
弱	445883
曼	445728
拜	445468
魔	445379
嘅人	445130
涉	444552
付	443989
本報訊	443776
嬲	441389
建議	440887
堆	440040
適	439368
袋	439066
比較	438759
能力	438339
去到	437092
檢	436510
一名	436205
豆	435726
戴	435693
一年	435559
休	435386
餘	435205
唔得	435177
當時	433922
掂	433860
楚	433218
降	433010
午	431608
裁	431594
啲人	431336
慮	431255
係想	431201
訂	429764
偷	429425
做到	429296
選擇	429286
尋	429111
安全	427756
燈	426289
另外	426108
狀	425901
顧	425834
駛	425186
甚至	425034
好想	424932
佔	424931
捉	424838
劉	424699
試過	424564
機場	424227
遇	424082
撞	422944
㗎	422896
互	421527
消息	421325
泰	421186
億元	420822
英文	419504
熟	419360
聖	418885
危	418852
靜	418319
同時	418153
終於	417712
議員	417313
進行	417053
找	416325
春	415553
享	415481
佳	414019
副	413747
都唔會	413441
未有	412203
狂	411666
我一	410758
避	410195
測	409658
表現	409583
加上	407911
就好	407874
男人	406647
漢	406640
屈	406312
上面	405667
刀	404923
又要	404817
女人	404758
諗住	403652
刷	403649
辛	402979
當年	402936
電影	402537
人的	402518
藝	402369
豪	402331
好多人	401820
年前	401568
同一	400953
零	400742
遊行	400664
方面	400601
申請	400051
盃	399381
純	398894
浪	397795
夾	396324
即刻	396215
良	394954
單位	394941
績	394505
核	394184
倫	393709
圈	393459
是一	393155
剛	392999
計劃	392879
附	392736
哈	391263
提供	390890
旗	390797
不少	390777
木	390081
不能	389647
撐	388580
美元	388151
到我	388023
服務	387199
貓	387183
傻	385781
電視	385695
你有	385586
中心	384831
研究	384697
只要	384540
會好	384033
到你	383758
落去	382787
由於	382427
暗	381221
獨立	381086
這個	380985
都唔知	380546
出去	378737
慘	378139
構	377860
罩	377550
吃	377533
到有	377359
呼	377253
冇得	375857
明明	375369
又有	374719
嗎	373786
童	373778
航	373715
援	373387
族	372859
忍	372583
雨	371856
小時	370793
州	370722
唯	370632
微	370029
幾年	369588
女仔	369438
儲	368569
菜	368514
臨	368052
銷	367208
迫	366622
有冇人	366570
突然	366290
雪	366270
人係	365749
平時	365259
村	364660
畢	364596
館	364043
意思	363549
兄	363492
我想	362683
迎	361930
某	361523
清楚	361471
嘛	361435
我有	361348
偉	361333
以上	360310
審	360014
筆	360002
目標	359509
最大	358812
今晚	358670
採	358646
至於	358108
蛋	357822
對方	357540
多次	357520
賭	357449
途	357406
都幾	356672
係冇	356530
不同	356394
主席	356378
最近	355710
吧	355150
處理	355149
最多	354640
略	354533
原因	354501
做乜	354187
陽	353272
普通	352909
佢都	352284
炸	351415
只是	351358
板	351232
有機會	350388
奴	350146
裏	349245
收到	348916
返工	348658
唔使	348461
伊	348426
現在	348051
你個	347534
刺	346999
雷	346569
鋒	346149
納	345760
問下	345570
融	345225
編	344759
療	344494
到時	344126
考慮	343658
靈	343611
疫	341561
所謂	341310
敵	340391
講到	340302
嚴重	338453
醫院	338261
蘇	338012
條友	337990
肯定	337529
事實	337153
群	337136
臭	336870
寧	336594
琴	336547
一隻	336280
仲係	336151
稅	335915
就要	335391
仙	334808
充	334697
談	334267
多年	333994
賓	333981
煙	333670
骨	333518
亡	332841
真心	332547
球隊	332442
要有	332415
材	331484
缺	331292
比你	330991
有錢	330862
就有	330530
嫁	330363
明顯	330341
秒	329949
仁	328446
件事	328267
抗爭	328190
未來	328084
一般	328060
章	327820
祖	327535
逾	327470
條女	326861
鬆	326685
一係	326672
多個	326622
革	326357
你講	326192
唔明	326176
例如	326144
學校	326128
手機	326101
他人	325200
央	324743
遭	324517
合作	324500
每日	324046
個鐘	323895
證明	323886
針	323332
幸	323296
閒	323127
歸	323099
可唔可以	322897
屆	322827
應該係	322759
絡	322728
惠	322585
我諗	321930
惜	321448
解釋	321351
係咩	321171
爛	321065
試下	320862
都是	320853
廠	320470
使用	320470
巨	320309
宜家	320100
船	319939
差唔多	319915
係個	319618
起碼	319391
髮	319356
誤	319214
多啲	319084
留意	319070
好大	318588
曲	318305
摩	318180
耳	318085
是否	317856
插	317728
咋	316753
過我	316728
染	316534
幾好	316097
好唔	315882
捐	315740
鬧	315269
現場	314967
大家都	314368
僅	314334
操	314150
麗	313771
濕	313769
串	313756
基金	313538
舞	313252
叔	312976
恩	312636
現時	312557
淡	312514
太多	312392
非常	311952
點樣	311784
唔出	311595
立法會	311453
剩	311430
十年	311224
反對	311218
不斷	311069
左右	310765
管理	310710
入去	310634
做咩	310097
人員	309641
文宣	309603
幕	309089
江	309032
異	308994
帝	308580
慢慢	308509
無得	308232
未必	308208
先係	307940
一個人	307579
了一	307492
溝	307404
設計	307388
屍	306999
好耐	306380
偏	306313
三個	306068
你就	305849
債	305409
點知	305308
一開	305039
就得	304939
頓	304750
茶	304570
鋪	304367
自然	304350
好有	304267
佢個	303870
晨	303861
廣告	303780
有機	303694
回應	303122
廳	303002
個陣	302951
雄	302886
壓力	302575
盈	302514
北京	302406
綠	301660
襲	301651
人工	301271
興趣	301147
增加	301056
飛機	301009
被告	301004
更加	300211
述	299428
歷史	299426
人有	299361
小心	299347
伯	299331
前線	299312
幾日	299115
就可以	298443
擔心	298220
葉	298144
全球	297889
又話	297701
盟	297436
損	297341
意見	297155
公開	296399
震	296033
草	295820
逼	295566
面對	294598
婦	294445
係會	294085
雜	293604
織	293417
口罩	292901
下一	292648
趕	292473
我個	292421
塊	292068
網上	292036
我會	292024
含	291997
侵	291987
膽	291909
都係咁	291811
一早	291769
嚇	291148
簡單	291107
拒	290724
董	290683
目前	290392
要係	290128
甚麼	290087
比賽	290002
也不	289964
集團	289901
喊	289887
我好	289662
熊	289540
旺	289437
先有	289021
陪	288750
示威者	288373
都唔係	287901
以及	287849
夏	287780
豐	287772
酒店	287735
跟住	287550
大把	287461
離開	287342
有好多	287298
係得	287223
作為	286989
索	286769
部分	286527
拆	286216
爸	285930
講緊	285736
掉	285516
好睇	285330
一下	285291
唔敢	284991
久	284872
徒	284574
係睇	284547
典	284208
出來	284101
映	283635
欣	283300
乘	282801
牆	282363
第一次	282213
橋	282041
冰	281853
泛	281847
尊	281777
潮	281749
精神	281576
中學	281499
更多	281146
參與	280922
忽	280920
多謝	280823
班人	280771
觸	280703
我都係	280691
辛苦	280657
港元	280403
榮	280209
丁	280126
行為	280037
電腦	279997
半年	279846
啫	279620
人講	279614
舉行	279593
麥	279447
上周	279305
早前	279103
暫時	278817
兼	278457
如果你	278398
逃	278341
舖	278208
他的	277957
解決	277712
老豆	277663
比我	277436
症	277377
實係	277299
烈	277256
人話	276505
元朗	276494
我真	276384
點都	276282
各位	276077
割	275922
第三	275878
慶	275462
慣	275081
人會	274160
勞	273517
都想	273454
楊	273231
只會	273200
係用	273155
巴士	272930
挑	272492
遊戲	272359
通常	272015
宣傳	271661
祝	271632
勇武	270643
都得	270470
吸引	270318
薪	270301
指出	270013
對於	269873
顯示	269589
當中	269496
騎	269456
衞	269069
多數	268944
範	268838
話我	268578
鮮	268340
文化	268337
揸	268241
每個	268121
緊要	268103
其實我	267989
兩年	267949
佢有	267587
都話	267516
聽到	267495
保護	267336
如何	267084
我要	267048
係唔係	267039
努	266953
郵	266859
都知	266550
不可	266549
負責	266491
戀	266383
舒	266101
你一	265752
杯	265743
敏	265427
載	265318
姓	265024
裡	264834
仲未	264687
身體	264487
縮	264316
上去	263872
個時	263733
的是	263602
概	263481
不知	263440
鎖	263386
一場	263042
咪又	262840
患	262551
搵到	262440
炎	262394
誠	262324
價值	262274
咁都	262031
一條	261912
成交	261884
年的	261339
放棄	260982
認真	260791
加入	260521
節目	260520
警員	260300
攬	259846
永遠	259454
窮	259438
不要	259366
肺	259197
潛	259074
漫	259032
擁	258755
脫	258596
坦	258575
和理非	258383
點會	258250
我講	258222
陰	258154
人生	257718
好正	257434
教育	257101
員工	257027
累	256776
出席	256642
努力	256590
篇	256418
其他人	256375
會出	256373
困	256167
咩事	255985
劍	255848
成班	255839
的話	255804
河	255252
攻擊	255138
技術	255124
萬人	255068
係一個	254624
組織	254622
上網	254329
嘴	254166
報道	254050
個位	253521
遺	253464
紹	253384
咁大	253233
莫	253120
忙	253114
角色	253006
好彩	252884
人就	252872
珠	252738
截	252730
盛	252232
推出	252120
呃	251993
生意	251601
旅行	251547
距	251467
檔	251155
變成	251079
仗	250796
中央	250791
竟然	250652
安排	250638
改變	250593
控制	250578
詞	250325
嘅話	250054
係呢	250049
絕對	249883
想要	249877
一半	249670
身份	249639
藏	249173
折	249028
析	248900
得到	248858
殘	248709
會議	248673
尖	248664
最高	248470
選舉	248246
唔通	248181
湯	248037
家人	247940
中文	247908
話佢	247880
延	247810
啱啱	247745
懷疑	247659
障	247474
樹	247467
律師	247400
附近	247195
歐洲	247139
扣	247111
洋	247035
逐	247008
同學	246923
違	246484
係同	246287
什	246237
期間	246156
閘	246117
佢話	246117
一陣	245918
我同	245782
吳	245624
賤	245417
揮	245374
刑	245281
恒	245208
隔離	245183
還是	244928
見過	244771
系統	244747
籌	244407
環境	244307
一路	244250
係話	244246
始終	244191
探	244043
衛	243992
奪	243951
券	243926
年輕	243805
提出	243665
孩	243508
就知	243455
沖	243199
沉	243095
湖	242504
令人	242482
軟	242475
霸	242347
完成	242190
正式	242098
報告	242077
省	242018
反應	242007
斬	241957
十分	241619
廿	241617
參加	241553
平均	241064
左一	240603
要做	240123
鞋	239981
先會	239937
很多	239784
就話	239656
聚	239628
分析	239537
真正	239463
我的	239324
忘	239079
唔記得	239053
以後	238881
一間	238622
經驗	238568
階	238466
床	238459
們的	238311
倉	238064
妻	238049
政策	238018
同樣	237728
每次	237154
法律	237152
收皮	236856
一個月	236648
冇乜	236448
最終	236249
到底	236172
滙	236131
容易	235981
菲	235921
罰	235834
這樣	235757
傳媒	235689
係人	235652
二十	235557
產品	235209
集會	234663
了解	234631
下次	234530
唔算	234458
想問下	234164
身邊	233977
即使	233948
責任	233827
藍絲	233818
上次	233663
成員	233372
詢	232927
唔少	232819
韓國	232790
谷	232486
我真係	231657
次次	231620
這些	231618
渣	231501
被捕	231290
傑	231207
值得	231113
胡	231090
你又	231069
上的	231019
競	230755
閃	230719
因此	230593
罷工	230549
添	230014
受到	229983
乾	229924
至少	229860
做得	229799
頁	229730
當地	229678
來的	229657
攝影	229613
你咁	229529
老婆	229482
鄉	229397
港人	229143
好快	228901
爺	228877
打到	228781
究竟	228705
凌	228643
係點	228613
同事	228507
冠軍	228368
大量	228367
法國	228356
必須	228312
隱	228012
唔係好	228005
超過	227862
都覺	227773
全世界	227755
經過	227485
宮	227132
儀	226662
炮	226509
得出	226427
我自	226199
綜	226137
唔該	226084
九龍	226013
吉	225853
你要	225852
大部	225801
嫌	225660
秘	225595
都不	225543
投訴	225523
咩都	225133
本港	224888
一句	224764
無法	224299
年代	224132
方呎	224064
合理	223770
乜都	223731
諾	223726
予	223562
地區	223420
澳門	223162
賞	222824
先生	222683
根據	222228
無論	221889
介紹	221839
故事	221773
小學	221570
收入	221426
增長	221027
伏	220959
還有	220598
怖	220537
上一	220451
你睇	220406
明白	220328
投票	220126
你話	220019
佢講	219881
岸	219870
健康	219800
尚	219790
惟	219772
有用	219764
一種	219728
瞓	219630
淚	219569
聯賽	219391
十幾	219361
廁	218992
佢就	218930
理由	218764
蝕	218750
歡迎	218667
英超	218638
蛇	218629
唔知點	218354
又唔係	217904
除了	217628
主角	217528
透過	217389
長期	217364
一點	217286
呢度	217209
個名	217120
出街	216942
什麼	216584
風險	216541
恐怖	216441
好少	216425
褲	216322
足球	216166
有大	216091
內容	216016
撤	216012
灰	215967
撚樣	215955
金融	215854
農	215775
召	215721
結婚	215682
你可	215601
委員會	215368
留言	215329
唔開	214991
慧	214799
幫你	214690
男子	214654
叫人	214576
水平	214497
煮	214426
讚	214377
中國人	214369
後就	214351
訪問	214144
工程	214065
俄	213559
德國	213523
現實	213382
冇咩	213353
睇完	213184
箱	213166
日前	213133
都覺得	213085
有問題	213018
實際	212913
回覆	212775
游	212743
中的	212515
泛民	212386
所以我	212259
有兩	212197
唔好再	212151
個樣	212090
除非	211918
位置	211867
我自己	211795
其實係	211767
以我	211710
嗰啲	211461
替	211443
君	211399
爭取	211235
艾	211190
踩	210981
尤	210875
仲好	210770
兩人	210666
瑞	210474
女朋友	210420
嗰陣	210371
行政	210220
混	209986
佢好	209873
受傷	209739
相關	209703
企業	209565
總統	209520
會比	209313
對手	209223
你自己	209113
透露	208725
一邊	208639
高層	208527
旁	208403
咪又係	208288
